,date,CO,O3,NO2,PM10,PM2.5,NO,NOx,SO2,PRS,RH,TOUT,SR,WSR,WDR
49,2018-12-16,0.9076785714285714,19.95833333333333,35.41726190476191,68.81547619047619,15.108154761904762,28.676785714285717,62.63809523809524,18.675,717.4220238095238,47.97619047619048,15.630833333333332,0.1066488095238095,8.02142857142857,177.36904761904762
50,2018-12-23,1.2151785714285714,22.99404761904762,35.83273809523809,69.45833333333333,145.25255952380954,31.38035714285714,65.76488095238095,18.044642857142858,714.4565476190476,37.595238095238095,18.289523809523807,0.1086666666666666,8.05297619047619,169.53571428571428
51,2018-12-30,1.06875,19.11309523809524,30.91785714285714,65.625,45.99404761904762,17.89047619047619,50.07321428571428,11.51845238095238,712.3392857142857,70.32142857142857,15.626130952380953,0.0891488095238095,6.485714285714285,97.42261904761904
52,2019-01-06,1.248392857142857,14.99404761904762,43.11190476190476,91.70833333333331,45.02976190476191,45.907738095238095,81.5577380952381,14.62202380952381,714.6113095238095,66.61309523809524,13.6,0.0979404761904761,5.973809523809524,130.58928571428572
53,2019-01-13,1.1136904761904762,16.208333333333332,38.88809523809524,58.94642857142857,22.73809523809524,28.285714285714285,70.85178571428571,11.923809523809524,717.4839285714286,75.92857142857143,16.423035714285714,0.0664642857142857,6.237500000000001,105.66071428571428
54,2019-01-20,1.0804166666666666,14.875,37.39047619047619,87.11904761904762,31.952380952380956,28.95357142857143,63.9952380952381,12.58095238095238,718.1178571428571,70.57738095238095,14.4625,0.0902142857142857,6.157738095238095,103.64880952380952
55,2019-01-27,0.9016666666666666,19.636904761904763,37.21071428571428,70.41666666666667,20.0,23.48809523809524,70.4952380952381,11.976190476190476,715.114880952381,58.80357142857143,14.549107142857142,0.1055833333333333,7.188690476190477,103.85714285714286
56,2019-02-03,0.9022619047619048,23.142857142857142,36.79702380952381,75.86309523809524,25.303571428571427,20.089285714285715,58.61547619047619,12.725595238095238,714.2375,64.0952380952381,15.535833333333333,0.1273571428571428,6.897619047619047,108.20833333333331
57,2019-02-10,1.129702380952381,20.45833333333333,38.30059523809524,99.94642857142856,38.13095238095238,26.889880952380956,69.12678571428572,13.21845238095238,714.8827380952381,63.83928571428572,16.956666666666667,0.080047619047619,6.533928571428572,114.58333333333331
58,2019-02-17,1.2549404761904763,24.541666666666668,42.43928571428572,107.79166666666669,31.09523809523809,40.39345238095238,82.32321428571429,11.864880952380952,711.485119047619,47.11904761904762,21.02452380952381,0.137375,6.094047619047619,126.32738095238096
59,2019-02-24,1.0754761904761905,28.75595238095238,33.47857142857143,75.68452380952381,21.636904761904763,21.31845238095238,57.60654761904762,10.763095238095238,712.3815476190476,55.535714285714285,16.883035714285715,0.1164940476190476,7.517857142857143,100.60119047619048
60,2019-03-03,1.05,26.916666666666668,37.40714285714286,78.10714285714286,19.547619047619047,22.64761904761905,59.83988095238095,8.166666666666666,713.2505952380952,65.5952380952381,21.91785714285714,0.136845238095238,6.8898809523809526,109.79166666666669
61,2019-03-10,0.8935119047619049,23.857142857142858,40.69345238095238,78.78571428571429,24.750833333333336,40.23392857142857,80.59166666666667,6.249404761904763,715.3619047619047,67.86309523809524,15.618035714285714,0.1209166666666666,6.862500000000001,111.79166666666669
62,2019-03-17,0.6380952380952382,34.54761904761905,30.12142857142857,75.25595238095238,29.61904761904762,28.91785714285714,58.51071428571428,6.980952380952381,714.3630952380952,54.79166666666666,19.861607142857142,0.1261071428571428,8.1625,108.64880952380952
63,2019-03-24,0.6086904761904762,43.470238095238095,30.761904761904763,53.095238095238095,25.660714285714285,19.20714285714286,49.585119047619045,4.554166666666667,716.2375,78.14880952380952,16.693690476190476,0.085172619047619,6.22797619047619,106.16666666666669
64,2019-03-31,0.6183333333333333,32.898809523809526,21.03452380952381,56.148809523809526,27.55952380952381,13.223214285714286,33.848214285714285,5.430357142857143,714.9964285714285,77.57738095238095,19.629285714285714,0.0936369047619047,7.936904761904763,97.67261904761904
65,2019-04-07,0.6211904761904762,56.33928571428572,15.00297619047619,70.20238095238095,21.30952380952381,10.420833333333334,25.6875,7.104761904761904,713.0315476190476,61.892857142857146,20.79714285714286,0.1514404761904761,6.97797619047619,126.47619047619048
66,2019-04-14,0.5571428571428572,20.0,20.675,117.88095238095238,26.321428571428573,13.711309523809524,33.925,6.713095238095238,709.3857142857144,30.672619047619047,26.027738095238096,0.3850297619047619,8.389285714285714,122.83333333333331
67,2019-04-21,0.5122619047619048,20.0,19.123809523809523,68.29166666666667,20.94047619047619,14.979761904761904,33.72202380952381,8.548809523809524,711.6321428571429,44.35714285714285,24.764226190476197,0.2250357142857142,8.236904761904762,96.32142857142856
68,2019-04-28,0.5019047619047619,20.0,16.875,55.82738095238095,18.339285714285715,10.366071428571429,26.859523809523807,7.982738095238095,711.1172619047619,52.083333333333336,25.215238095238096,0.1787083333333333,8.275,99.83928571428572
69,2019-05-05,0.6339285714285714,20.0,13.65952380952381,67.11309523809524,32.904761904761905,5.071428571428571,18.29345238095238,6.0875,709.2327380952381,67.30952380952381,25.633511904761907,0.1210595238095238,7.526785714285714,100.48214285714286
70,2019-05-12,0.577202380952381,20.0,7.64702380952381,50.720238095238095,22.464285714285715,13.654166666666669,19.976190476190474,7.791666666666667,709.114880952381,71.35119047619048,24.06714285714286,0.1275654761904762,8.320833333333335,91.75595238095238
71,2019-05-19,0.5295209580838324,20.214285714285715,7.523214285714286,51.97005988023952,23.964285714285715,47.33869047619047,48.83809523809524,7.94251497005988,709.9886227544911,71.62275449101796,25.70149700598802,0.1529940119760479,7.740718562874251,107.51497005988024
72,2019-05-26,0.491547619047619,20.0,6.314285714285714,72.96428571428571,29.642857142857142,22.40714285714286,26.54583333333333,5.4261904761904765,708.4827380952381,60.517857142857146,28.860952380952384,0.1681666666666666,9.811309523809523,114.2797619047619
73,2019-06-02,0.3558333333333333,20.0,6.397619047619047,49.82738095238095,20.55130952380952,5.930952380952381,13.098809523809525,5.340476190476191,709.1607142857143,62.55952380952381,28.195119047619045,0.1538154761904762,8.858333333333334,104.9702380952381
74,2019-06-09,0.3345238095238095,20.0,7.1,49.148809523809526,16.458333333333332,5.2,12.1,3.3863095238095235,709.5654761904761,51.81547619047619,31.190892857142856,0.2031785714285714,7.677380952380952,114.5952380952381
75,2019-06-16,0.3057738095238095,20.0,7.1,50.05952380952381,23.404761904761905,5.2,12.1,3.696428571428572,713.307738095238,60.398809523809526,28.11875,0.2077559523809523,8.464285714285714,96.01190476190476
76,2019-06-23,0.2180952380952381,20.0,10.019642857142856,58.86904761904762,24.75642857142857,5.942261904761905,15.976190476190476,5.940476190476191,709.4773809523809,52.48809523809524,31.28595238095238,0.2248273809523809,9.718452380952382,103.07142857142856
77,2019-06-30,0.4082738095238095,25.08333333333333,6.394047619047619,53.69047619047619,24.827380952380956,5.325595238095239,11.720833333333331,5.727380952380953,713.3607142857143,58.85714285714285,28.09940476190476,0.2265,9.470238095238097,112.11309523809524
78,2019-07-07,0.4661309523809523,34.75,6.2160714285714285,56.97619047619048,20.821428571428573,7.075595238095239,12.89345238095238,3.9892857142857143,712.0315476190476,54.83928571428572,29.63339285714285,0.1905833333333333,7.745238095238095,115.63690476190476
79,2019-07-14,0.5272023809523809,39.898809523809526,7.456547619047619,55.79761904761905,18.69047619047619,12.842261904761903,19.76309523809524,4.046428571428571,711.557738095238,50.21428571428572,30.24946428571429,0.1849940476190476,7.389880952380952,127.86309523809524
80,2019-07-21,0.4368452380952381,34.63690476190476,5.539880952380953,56.81547619047619,19.77380952380953,8.789880952380953,12.472619047619048,3.1702380952380955,711.5720238095239,50.55357142857143,30.24452380952381,0.2097142857142857,8.810714285714287,102.77380952380952
81,2019-07-28,0.4301190476190476,41.68452380952381,7.495833333333333,45.267857142857146,28.761904761904763,13.563095238095238,16.764285714285716,1.6880952380952383,714.4,56.68452380952381,27.87488095238095,0.1848095238095238,8.197619047619048,114.75
82,2019-08-04,0.3005357142857143,34.82142857142857,2.825,60.523809523809526,19.892857142857142,4.932142857142857,6.436904761904763,2.751190476190476,712.7416666666667,48.11309523809524,29.83178571428571,0.2038511904761904,7.463690476190477,94.17261904761904
83,2019-08-11,0.2833333333333333,34.583333333333336,4.226785714285715,52.910714285714285,17.553571428571427,5.533928571428572,10.735119047619047,5.489285714285715,711.1642857142857,49.13690476190476,31.51928571428571,0.2056547619047619,8.249404761904762,96.61904761904762
84,2019-08-18,0.3429761904761904,34.32142857142857,0.799404761904762,55.79761904761905,18.48809523809524,3.242261904761905,3.850595238095238,9.614285714285714,711.0517857142856,48.095238095238095,31.79833333333333,0.2023095238095238,8.202976190476189,93.50595238095238
85,2019-08-25,0.3345833333333333,32.04761904761905,4.095833333333333,32.958333333333336,18.303571428571427,3.4279761904761905,8.944047619047618,9.511904761904765,711.3130952380952,57.40476190476191,29.563511904761903,0.1792142857142857,8.644047619047619,115.6845238095238
86,2019-09-01,0.3681547619047619,28.541666666666668,1.3494047619047618,39.60714285714285,23.202380952380956,2.598809523809524,7.086904761904761,6.573214285714285,712.0130952380953,59.73809523809524,28.961369047619048,0.1721130952380952,7.292261904761904,91.11904761904762
87,2019-09-08,0.2810714285714286,6.583333333333333,5.632738095238095,57.375,18.77380952380953,2.261904761904762,22.036904761904765,6.194642857142857,713.3791666666666,67.42857142857143,26.378630952380952,0.1369107142857143,7.715476190476191,128.71428571428572
88,2019-09-15,0.5566071428571429,30.86904761904762,4.276785714285714,47.13095238095238,16.636904761904763,1.9648809523809525,8.682738095238095,13.25,714.0166666666667,64.99404761904762,26.693511904761905,0.1523214285714285,7.801190476190476,104.13095238095238
89,2019-09-22,0.904071856287425,20.077844311377245,5.466467065868264,49.40119760479042,20.922155688622755,1.5520958083832337,9.808982035928144,13.832335329341316,711.7982035928144,64.11377245508982,27.98556886227545,0.146311377245509,7.202994011976048,104.08982035928145
90,2019-09-29,0.972559523809524,16.0,5.498809523809523,43.72619047619048,15.63095238095238,1.6136904761904762,10.05,15.749404761904762,710.9136904761905,68.54166666666667,26.978392857142858,0.1694999999999999,7.951785714285715,93.125
91,2019-10-06,1.0113690476190476,27.99404761904762,4.693452380952381,39.65476190476191,14.99404761904762,3.635119047619048,8.99702380952381,18.33690476190476,712.475,64.26785714285714,26.80184523809524,0.1634166666666666,8.298214285714286,123.00595238095238
92,2019-10-13,1.090952380952381,34.13690476190476,6.738095238095238,59.398809523809526,17.821428571428573,3.661309523809524,12.123809523809523,13.316666666666666,713.2660714285714,59.43452380952381,23.836547619047614,0.1310357142857142,7.873809523809523,94.46428571428572
93,2019-10-20,1.092202380952381,34.49404761904762,7.862500000000001,60.625,20.553571428571427,4.047619047619048,14.116666666666664,11.80297619047619,710.7428571428571,63.19642857142857,25.23434523809524,0.1187440476190476,6.544047619047619,111.52380952380952
94,2019-10-27,0.7997023809523809,34.666666666666664,6.7285714285714295,53.07738095238095,19.13095238095238,3.8375,12.242261904761904,14.952976190476187,713.510119047619,53.30952380952381,22.525119047619047,0.1241428571428571,8.626785714285713,124.39880952380952
95,2019-11-03,0.6674404761904762,28.73809523809524,7.990476190476191,48.83928571428572,18.172619047619047,2.8815476190476192,14.070833333333336,12.3375,720.4988095238095,54.11904761904762,17.267261904761906,0.0884642857142857,6.3101190476190485,102.89285714285714
96,2019-11-10,0.7775595238095238,21.535714285714285,8.494642857142857,49.88690476190476,19.178571428571427,3.1089285714285717,17.3875,13.027380952380952,716.152380952381,71.89880952380952,19.97202380952381,0.0801785714285714,6.5625,102.79166666666669
97,2019-11-17,0.8541666666666666,24.88095238095238,11.927380952380952,62.69642857142857,23.071428571428573,9.108333333333334,24.670238095238098,11.707142857142856,717.8053571428571,65.08333333333333,13.320714285714288,0.1024940476190476,6.8964285714285705,103.1904761904762
98,2019-11-24,0.962440476190476,29.636904761904763,10.58154761904762,66.1547619047619,29.06547619047619,0.9005952380952381,19.73452380952381,13.504166666666666,712.6214285714285,67.58333333333333,20.91744047619048,0.1071845238095238,5.717857142857143,115.20238095238096
99,2019-12-01,1.3771428571428572,31.416666666666668,13.96607142857143,112.35714285714286,33.910714285714285,1.4422619047619047,25.515476190476196,15.578571428571427,711.9315476190476,42.99404761904762,21.878154761904764,0.1106071428571428,6.377380952380953,159.19642857142858
100,2019-12-08,1.0733928571428573,39.61904761904762,14.636904761904765,80.03571428571429,24.785714285714285,2.6982142857142857,22.679166666666667,13.327976190476187,715.7809523809524,43.85119047619048,20.038035714285712,0.1176488095238095,5.966666666666667,118.04166666666669
101,2019-12-15,1.354491017964072,22.934131736526947,15.019161676646704,91.32934131736526,29.74934131736527,4.222155688622754,26.06047904191617,15.25568862275449,713.7233532934132,48.0059880239521,19.44467065868264,0.0976407185628742,6.741916167664671,129.78443113772454
102,2019-12-22,0.6569461077844311,22.51497005988024,11.02874251497006,59.125748502994014,20.20359281437126,1.4473053892215568,19.377245508982035,14.355688622754492,718.8604790419162,39.65868263473054,14.567904191616767,0.084251497005988,7.247904191616767,118.64071856287426
103,2019-12-29,0.747245508982036,20.84431137724551,12.221556886227544,63.74850299401198,28.35329341317365,1.378443113772455,19.79640718562874,15.61616766467066,711.7245508982036,59.880239520958085,18.945988023952097,0.084562874251497,5.7371257485029945,113.79640718562874
104,2020-01-05,0.4907784431137724,26.32934131736527,8.095209580838324,41.68263473053892,19.68263473053892,2.764670658682635,13.15508982035928,17.96706586826347,715.5197604790419,54.550898203592816,15.59245508982036,0.0908023952095808,7.34191616766467,186.23353293413172
105,2020-01-12,0.8323809523809524,26.47023809523809,13.341666666666669,71.01190476190476,23.946428571428573,6.073214285714285,22.51309523809524,16.821428571428573,715.3904761904762,47.32142857142857,18.029880952380957,0.1091845238095238,6.33452380952381,128.3095238095238
106,2020-01-19,1.315357142857143,19.06547619047619,13.89345238095238,74.22619047619048,29.54678571428571,5.689880952380952,25.433333333333334,22.104166666666668,716.5113095238095,69.54761904761905,19.14297619047619,0.0577559523809523,5.801785714285715,124.91666666666669
107,2020-01-26,0.909047619047619,25.107142857142858,16.066666666666666,51.82142857142857,20.95833333333333,15.561309523809523,37.507738095238096,19.936904761904763,716.2898809523809,64.13690476190476,16.16190476190476,0.0767261904761904,6.526785714285714,117.44642857142856
108,2020-02-02,0.8363253012048194,27.13855421686747,38.77349397590361,66.36144578313252,23.07879518072289,30.03433734939759,68.4301204819277,20.626506024096383,715.0042168674698,50.55421686746988,16.77680722891566,0.1055542168674698,7.073493975903615,110.62048192771084
109,2020-02-09,1.117797619047619,23.09523809523809,44.71666666666666,86.10714285714286,25.154761904761905,44.11190476190476,88.40595238095237,21.085714285714285,710.0214285714286,47.23214285714285,18.62517857142857,0.1135952380952381,6.874404761904763,138.07738095238096
110,2020-02-16,0.8522023809523809,30.107142857142858,47.98511904761905,61.93452380952381,29.071428571428573,40.62559523809525,88.54761904761905,7.749404761904763,714.0708333333333,65.74404761904762,16.849047619047617,0.0917857142857142,6.987500000000001,100.58333333333331
111,2020-02-23,0.7579761904761905,28.696428571428573,46.304761904761904,51.517857142857146,21.041666666666668,39.58392857142857,85.91011904761905,7.104761904761904,716.4821428571429,67.89880952380952,16.294761904761906,0.0864285714285714,7.1172619047619055,95.96428571428572
112,2020-03-01,0.7079166666666666,35.875,57.74702380952381,65.44047619047619,20.625,43.62857142857143,101.27380952380952,6.701190476190476,716.1904761904761,37.73809523809524,18.23369047619048,0.1629523809523809,7.669047619047619,100.16666666666669
113,2020-03-08,0.6807142857142857,35.92261904761905,60.19702380952381,55.42857142857143,23.029761904761905,38.79464285714285,98.87261904761904,6.369047619047619,714.5291666666666,50.160714285714285,20.896130952380958,0.1281428571428571,7.975595238095239,107.08333333333331
114,2020-03-15,0.7569047619047619,30.38095238095238,58.61785714285714,57.05952380952381,25.482142857142858,34.95238095238095,93.60238095238095,6.382738095238095,713.9541666666667,63.44047619047619,23.59202380952381,0.103047619047619,6.714880952380952,90.13095238095238
115,2020-03-22,0.6166071428571429,24.410714285714285,51.016666666666666,41.220238095238095,19.267857142857142,30.109523809523807,80.97797619047618,5.615476190476191,714.0041666666666,72.44047619047619,21.87357142857143,0.0911666666666666,7.019642857142857,91.36904761904762
116,2020-03-29,0.9279761904761904,36.82142857142857,10.76904761904762,64.44047619047619,34.94642857142857,6.697023809523809,17.30654761904762,12.87202380952381,710.0869047619047,55.21428571428572,26.33666666666667,0.1318214285714286,7.267857142857143,97.51190476190476
